"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/10","04:54","-0.415","-","-0.216"
"2017/01/10","05:00","-0.393","-","-0.188"
"2017/01/10","05:06","-0.367","-","-0.162"
"2017/01/10","05:12","-0.336","-","-0.126"
"2017/01/10","05:18","-0.302","-","-0.089"
"2017/01/10","05:24","-0.264","-","-0.049"
"2017/01/10","05:30","-0.222","-","-0.01"
"2017/01/10","05:36","-0.177","-","0.035"
"2017/01/10","05:42","-0.128","-","0.079"
"2017/01/10","05:48","-0.076","-","0.131"
"2017/01/10","05:54","-0.021","-","0.191"
"2017/01/10","06:00","0.037","-","0.245"
"2017/01/10","06:06","0.099","-","0.305"
"2017/01/10","06:12","0.162","-","0.363"
"2017/01/10","06:18","0.229","-","0.422"
"2017/01/10","06:24","0.298","-","0.485"
"2017/01/10","06:30","0.369","-","0.553"
"2017/01/10","06:36","0.443","-","0.622"
"2017/01/10","06:42","0.518","-","0.687"
"2017/01/10","06:48","0.595","-","0.764"
"2017/01/10","06:54","0.674","-","0.842"
"2017/01/10","07:00","0.754","-","0.92"
"2017/01/10","07:06","0.836","-","0.999"
"2017/01/10","07:12","0.918","-","1.092"
"2017/01/10","07:18","1.002","-","1.165"
"2017/01/10","07:24","1.086","-","1.25"
"2017/01/10","07:30","1.171","-","1.347"
"2017/01/10","07:36","1.257","-","1.426"
"2017/01/10","07:42","1.342","-","1.51"
"2017/01/10","07:48","1.428","-","1.603"
"2017/01/10","07:54","1.513","-","1.687"
"2017/01/10","08:00","1.599","-","1.775"
"2017/01/10","08:06","1.683","-","1.855"
"2017/01/10","08:12","1.767","-","1.942"
"2017/01/10","08:18","1.851","-","2.038"
"2017/01/10","08:24","1.933","-","2.119"
"2017/01/10","08:30","2.014","-","2.2"
"2017/01/10","08:36","2.094","-","2.283"
"2017/01/10","08:42","2.172","-","2.361"
"2017/01/10","08:48","2.249","-","2.434"
"2017/01/10","08:54","2.324","-","2.512"
"2017/01/10","09:00","2.397","-","2.592"
"2017/01/10","09:06","2.468","-","2.664"
"2017/01/10","09:12","2.536","-","2.726"
"2017/01/10","09:18","2.603","-","2.796"
"2017/01/10","09:24","2.667","-","2.867"
"2017/01/10","09:30","2.729","-","2.925"
"2017/01/10","09:36","2.789","-","2.983"
"2017/01/10","09:42","2.846","-","3.045"
"2017/01/10","09:48","2.9","-","3.103"
"2017/01/10","09:54","2.952","-","3.154"
"2017/01/10","10:00","3.002","-","3.198"
"2017/01/10","10:06","3.048","-","3.238"
"2017/01/10","10:12","3.092","-","3.282"
"2017/01/10","10:18","3.134","-","3.326"
"2017/01/10","10:24","3.173","-","3.362"
"2017/01/10","10:30","3.209","-","3.408"
"2017/01/10","10:36","3.242","-","3.439"
"2017/01/10","10:42","3.273","-","3.459"
"2017/01/10","10:48","3.302","-","3.479"
"2017/01/10","10:54","3.328","-","3.505"
"2017/01/10","11:00","3.351","-","3.526"
"2017/01/10","11:06","3.373","-","3.544"
"2017/01/10","11:12","3.391","-","3.562"
"2017/01/10","11:18","3.407","-","3.581"
"2017/01/10","11:24","3.421","-","3.593"
"2017/01/10","11:30","3.433","-","3.602"
"2017/01/10","11:36","3.442","-","3.613"
"2017/01/10","11:42","3.449","-","3.616"
"2017/01/10","11:48","3.454","-","3.615"
"2017/01/10","11:54","3.457","-","3.621"
"2017/01/10","12:00","3.457","-","3.62"
"2017/01/10","12:06","3.455","-","3.613"
"2017/01/10","12:12","3.451","-","3.608"
"2017/01/10","12:18","3.445","-","3.598"
"2017/01/10","12:24","3.437","-","3.586"
"2017/01/10","12:30","3.426","-","3.578"
"2017/01/10","12:36","3.413","-","3.555"
"2017/01/10","12:42","3.399","-","3.54"
"2017/01/10","12:48","3.382","-","3.525"
"2017/01/10","12:54","3.363","-","3.502"
"2017/01/10","13:00","3.342","-","3.481"
"2017/01/10","13:06","3.319","-","3.464"
"2017/01/10","13:12","3.295","-","3.442"
"2017/01/10","13:18","3.268","-","3.413"
"2017/01/10","13:24","3.24","-","3.397"
"2017/01/10","13:30","3.21","-","3.368"
"2017/01/10","13:36","3.178","-","3.342"
"2017/01/10","13:42","3.145","-","3.315"
"2017/01/10","13:48","3.111","-","3.293"
"2017/01/10","13:54","3.075","-","3.254"
"2017/01/10","14:00","3.038","-","3.227"
"2017/01/10","14:06","3","-","3.196"
"2017/01/10","14:12","2.961","-","3.161"
"2017/01/10","14:18","2.922","-","3.13"
"2017/01/10","14:24","2.882","-","3.096"
"2017/01/10","14:30","2.841","-","3.062"
"2017/01/10","14:36","2.8","-","3.026"
"2017/01/10","14:42","2.76","-","2.991"
"2017/01/10","14:48","2.719","-","2.951"
"2017/01/10","14:54","2.679","-","2.908"
"2017/01/10","15:00","2.639","-","2.872"
"2017/01/10","15:06","2.6","-","2.835"
"2017/01/10","15:12","2.562","-","2.8"
"2017/01/10","15:18","2.525","-","2.761"
"2017/01/10","15:24","2.489","-","2.731"
"2017/01/10","15:30","2.455","-","2.692"
"2017/01/10","15:36","2.422","-","2.661"
"2017/01/10","15:42","2.391","-","2.631"
"2017/01/10","15:48","2.362","-","2.605"
"2017/01/10","15:54","2.334","-","2.575"
"2017/01/10","16:00","2.309","-","2.554"
"2017/01/10","16:06","2.286","-","2.528"
"2017/01/10","16:12","2.265","-","2.508"
"2017/01/10","16:18","2.247","-","2.487"
"2017/01/10","16:24","2.231","-","2.47"
"2017/01/10","16:30","2.218","-","2.459"
"2017/01/10","16:36","2.207","-","2.45"
"2017/01/10","16:42","2.198","-","2.445"
"2017/01/10","16:48","2.193","-","2.44"
"2017/01/10","16:54","2.19","-","2.437"
"2017/01/10","17:00","2.189","-","2.433"
"2017/01/10","17:06","2.191","-","2.434"
"2017/01/10","17:12","2.196","-","2.44"
"2017/01/10","17:18","2.203","-","2.45"
"2017/01/10","17:24","2.213","-","2.455"
"2017/01/10","17:30","2.225","-","2.47"
"2017/01/10","17:36","2.24","-","2.492"
"2017/01/10","17:42","2.257","-","2.506"
"2017/01/10","17:48","2.276","-","2.528"
"2017/01/10","17:54","2.298","-","2.554"
"2017/01/10","18:00","2.322","-","2.575"
"2017/01/10","18:06","2.348","-","2.598"
"2017/01/10","18:12","2.375","-","2.629"
"2017/01/10","18:18","2.405","-","2.657"
"2017/01/10","18:24","2.437","-","2.686"
"2017/01/10","18:30","2.47","-","2.719"
"2017/01/10","18:36","2.505","-","2.754"
"2017/01/10","18:42","2.541","-","2.792"
"2017/01/10","18:48","2.579","-","2.829"
"2017/01/10","18:54","2.619","-","2.864"
"2017/01/10","19:00","2.659","-","2.897"
"2017/01/10","19:06","2.7","-","2.939"
"2017/01/10","19:12","2.743","-","2.977"
"2017/01/10","19:18","2.786","-","3.012"
"2017/01/10","19:24","2.83","-","3.052"
"2017/01/10","19:30","2.874","-","3.093"
"2017/01/10","19:36","2.919","-","3.131"
"2017/01/10","19:42","2.964","-","3.17"
"2017/01/10","19:48","3.009","-","3.21"
"2017/01/10","19:54","3.054","-","3.253"
"2017/01/10","20:00","3.099","-","3.293"
"2017/01/10","20:06","3.144","-","3.332"
"2017/01/10","20:12","3.187","-","3.376"
"2017/01/10","20:18","3.231","-","3.409"
"2017/01/10","20:24","3.273","-","3.447"
"2017/01/10","20:30","3.314","-","3.488"
"2017/01/10","20:36","3.354","-","3.529"
"2017/01/10","20:42","3.392","-","3.565"
"2017/01/10","20:48","3.428","-","3.61"
"2017/01/10","20:54","3.463","-","3.644"
"2017/01/10","21:00","3.496","-","3.678"
"2017/01/10","21:06","3.527","-","3.712"
"2017/01/10","21:12","3.555","-","3.746"
"2017/01/10","21:18","3.581","-","3.768"
"2017/01/10","21:24","3.605","-","3.795"
"2017/01/10","21:30","3.626","-","3.818"
"2017/01/10","21:36","3.643","-","3.837"
"2017/01/10","21:42","3.658","-","3.854"
"2017/01/10","21:48","3.67","-","3.872"
"2017/01/10","21:54","3.679","-","3.884"
"2017/01/10","22:00","3.684","-","3.895"
"2017/01/10","22:06","3.687","-","3.904"
"2017/01/10","22:12","3.686","-","3.907"
"2017/01/10","22:18","3.681","-","3.904"
"2017/01/10","22:24","3.673","-","3.901"
"2017/01/10","22:30","3.662","-","3.892"
"2017/01/10","22:36","3.647","-","3.88"
"2017/01/10","22:42","3.628","-","3.859"
"2017/01/10","22:48","3.607","-","3.845"
"2017/01/10","22:54","3.581","-","3.821"
"2017/01/10","23:00","3.553","-","3.794"
"2017/01/10","23:06","3.521","-","3.768"
"2017/01/10","23:12","3.485","-","3.732"
"2017/01/10","23:18","3.447","-","3.697"
"2017/01/10","23:24","3.405","-","3.659"
"2017/01/10","23:30","3.36","-","3.617"
"2017/01/10","23:36","3.311","-","3.571"
"2017/01/10","23:42","3.26","-","3.528"
"2017/01/10","23:48","3.206","-","3.475"
"2017/01/10","23:54","3.148","-","3.422"
"2017/01/11","00:00","3.088","-","3.364"
"2017/01/11","00:06","3.026","-","3.309"
"2017/01/11","00:12","2.96","-","3.243"
"2017/01/11","00:18","2.892","-","3.185"
"2017/01/11","00:24","2.821","-","3.12"
"2017/01/11","00:30","2.748","-","3.048"
"2017/01/11","00:36","2.672","-","2.976"
"2017/01/11","00:42","2.594","-","2.899"
"2017/01/11","00:48","2.514","-","2.822"
"2017/01/11","00:54","2.432","-","2.738"
"2017/01/11","01:00","2.347","-","2.656"
"2017/01/11","01:06","2.261","-","2.574"
"2017/01/11","01:12","2.173","-","2.486"
"2017/01/11","01:18","2.083","-","2.392"
"2017/01/11","01:24","1.992","-","2.306"
"2017/01/11","01:30","1.899","-","2.204"
"2017/01/11","01:36","1.805","-","2.112"
"2017/01/11","01:42","1.71","-","2.015"
"2017/01/11","01:48","1.614","-","1.916"
"2017/01/11","01:54","1.517","-","1.812"
"2017/01/11","02:00","1.42","-","1.715"
"2017/01/11","02:06","1.322","-","1.612"
"2017/01/11","02:12","1.224","-","1.506"
"2017/01/11","02:18","1.125","-","1.405"
"2017/01/11","02:24","1.027","-","1.304"
"2017/01/11","02:30","0.93","-","1.211"
"2017/01/11","02:36","0.833","-","1.109"
"2017/01/11","02:42","0.737","-","1.014"
"2017/01/11","02:48","0.642","-","0.921"
"2017/01/11","02:54","0.549","-","0.824"
"2017/01/11","03:00","0.457","-","0.741"
"2017/01/11","03:06","0.367","-","0.645"
"2017/01/11","03:12","0.28","-","0.562"
"2017/01/11","03:18","0.194","-","0.479"
"2017/01/11","03:24","0.112","-","0.393"
"2017/01/11","03:30","0.032","-","0.316"
"2017/01/11","03:36","-0.044","-","0.234"
"2017/01/11","03:42","-0.118","-","0.17"
"2017/01/11","03:48","-0.187","-","0.101"
"2017/01/11","03:54","-0.253","-","0.029"
"2017/01/11","04:00","-0.315","-","-0.031"
"2017/01/11","04:06","-0.372","-","-0.091"
"2017/01/11","04:12","-0.426","-","-0.153"
"2017/01/11","04:18","-0.474","-","-0.198"
"2017/01/11","04:24","-0.519","-","-0.246"
"2017/01/11","04:30","-0.558","-","-0.296"
"2017/01/11","04:36","-0.593","-","-0.33"
"2017/01/11","04:42","-0.623","-","-0.357"
"2017/01/11","04:48","-0.647","-","-0.391"
"2017/01/11","04:54","-0.667","-","-0.416"
"2017/01/11","05:00","-0.682","-","-0.44"
"2017/01/11","05:06","-0.692","-","-0.447"
"2017/01/11","05:12","-0.696","-","-0.453"
"2017/01/11","05:18","-0.696","-","-0.458"
"2017/01/11","05:24","-0.691","-","-0.444"
"2017/01/11","05:30","-0.68","-","-0.436"
"2017/01/11","05:36","-0.665","-","-0.421"
"2017/01/11","05:42","-0.645","-","-0.402"
"2017/01/11","05:48","-0.621","-","-0.367"
"2017/01/11","05:54","-0.591","-","-0.335"
"2017/01/11","06:00","-0.558","-","-0.297"
"2017/01/11","06:06","-0.519","-","-0.261"
"2017/01/11","06:12","-0.477","-","-0.214"
"2017/01/11","06:18","-0.43","-","-0.167"
"2017/01/11","06:24","-0.38","-","-0.125"
"2017/01/11","06:30","-0.326","-","-0.069"
"2017/01/11","06:36","-0.268","-","-0.011"
"2017/01/11","06:42","-0.206","-","0.046"
"2017/01/11","06:48","-0.141","-","0.104"
"2017/01/11","06:54","-0.073","-","0.173"
"2017/01/11","07:00","-0.002","-","0.235"
"2017/01/11","07:06","0.072","-","0.299"
"2017/01/11","07:12","0.149","-","0.365"
"2017/01/11","07:18","0.229","-","0.438"
"2017/01/11","07:24","0.31","-","0.511"
"2017/01/11","07:30","0.394","-","0.584"
"2017/01/11","07:36","0.48","-","0.669"
"2017/01/11","07:42","0.568","-","0.757"
"2017/01/11","07:48","0.657","-","0.844"
"2017/01/11","07:54","0.748","-","0.934"
"2017/01/11","08:00","0.839","-","1.021"
"2017/01/11","08:06","0.932","-","1.114"
"2017/01/11","08:12","1.026","-","1.211"
"2017/01/11","08:18","1.121","-","1.305"
"2017/01/11","08:24","1.216","-","1.395"
"2017/01/11","08:30","1.311","-","1.496"
"2017/01/11","08:36","1.406","-","1.594"
"2017/01/11","08:42","1.501","-","1.687"
"2017/01/11","08:48","1.596","-","1.789"
"2017/01/11","08:54","1.69","-","1.89"
"2017/01/11","09:00","1.784","-","1.981"
"2017/01/11","09:06","1.876","-","2.075"
"2017/01/11","09:12","1.968","-","2.169"
"2017/01/11","09:18","2.058","-","2.264"
"2017/01/11","09:24","2.147","-","2.352"
"2017/01/11","09:30","2.234","-","2.437"
"2017/01/11","09:36","2.32","-","2.53"
"2017/01/11","09:42","2.403","-","2.614"
"2017/01/11","09:48","2.485","-","2.703"
"2017/01/11","09:54","2.564","-","2.782"
"2017/01/11","10:00","2.641","-","2.846"
"2017/01/11","10:06","2.716","-","2.924"
"2017/01/11","10:12","2.788","-","2.999"
"2017/01/11","10:18","2.857","-","3.053"
"2017/01/11","10:24","2.924","-","3.112"
"2017/01/11","10:30","2.988","-","3.18"
"2017/01/11","10:36","3.05","-","3.236"
"2017/01/11","10:42","3.108","-","3.285"
"2017/01/11","10:48","3.164","-","3.334"
"2017/01/11","10:54","3.217","-","3.382"
"2017/01/11","11:00","3.267","-","3.432"
"2017/01/11","11:06","3.314","-","3.482"
"2017/01/11","11:12","3.358","-","3.524"
"2017/01/11","11:18","3.399","-","3.57"
"2017/01/11","11:24","3.437","-","3.604"
"2017/01/11","11:30","3.473","-","3.632"
"2017/01/11","11:36","3.506","-","3.662"
"2017/01/11","11:42","3.535","-","3.685"
"2017/01/11","11:48","3.562","-","3.712"
"2017/01/11","11:54","3.587","-","3.732"
"2017/01/11","12:00","3.608","-","3.75"
"2017/01/11","12:06","3.627","-","3.773"
"2017/01/11","12:12","3.644","-","3.779"
"2017/01/11","12:18","3.657","-","3.785"
"2017/01/11","12:24","3.668","-","3.801"
"2017/01/11","12:30","3.677","-","3.8"
"2017/01/11","12:36","3.682","-","3.798"
"2017/01/11","12:42","3.686","-","3.807"
"2017/01/11","12:48","3.686","-","3.801"
"2017/01/11","12:54","3.685","-","3.795"
"2017/01/11","13:00","3.68","-","3.796"
"2017/01/11","13:06","3.674","-","3.781"
"2017/01/11","13:12","3.664","-","3.762"
"2017/01/11","13:18","3.653","-","3.749"
"2017/01/11","13:24","3.639","-","3.731"
"2017/01/11","13:30","3.622","-","3.711"
"2017/01/11","13:36","3.603","-","3.693"
"2017/01/11","13:42","3.582","-","3.672"
"2017/01/11","13:48","3.559","-","3.65"
"2017/01/11","13:54","3.533","-","3.632"
"2017/01/11","14:00","3.505","-","3.607"
"2017/01/11","14:06","3.475","-","3.58"
"2017/01/11","14:12","3.443","-","3.55"
"2017/01/11","14:18","3.409","-","3.52"
"2017/01/11","14:24","3.373","-","3.487"
"2017/01/11","14:30","3.335","-","3.451"
"2017/01/11","14:36","3.295","-","3.42"
"2017/01/11","14:42","3.254","-","3.38"
"2017/01/11","14:48","3.212","-","3.346"
"2017/01/11","14:54","3.169","-","3.312"
"2017/01/11","15:00","3.124","-","3.272"
"2017/01/11","15:06","3.078","-","3.237"
"2017/01/11","15:12","3.032","-","3.193"
"2017/01/11","15:18","2.985","-","3.152"
"2017/01/11","15:24","2.938","-","3.11"
"2017/01/11","15:30","2.89","-","3.065"
"2017/01/11","15:36","2.843","-","3.021"
"2017/01/11","15:42","2.796","-","2.972"
"2017/01/11","15:48","2.749","-","2.929"
"2017/01/11","15:54","2.703","-","2.89"
"2017/01/11","16:00","2.657","-","2.851"
"2017/01/11","16:06","2.613","-","2.805"
"2017/01/11","16:12","2.57","-","2.77"
"2017/01/11","16:18","2.528","-","2.724"
"2017/01/11","16:24","2.488","-","2.682"
"2017/01/11","16:30","2.45","-","2.642"
"2017/01/11","16:36","2.413","-","2.602"
"2017/01/11","16:42","2.379","-","2.565"
"2017/01/11","16:48","2.346","-","2.538"
"2017/01/11","16:54","2.316","-","2.51"
"2017/01/11","17:00","2.289","-","2.482"
"2017/01/11","17:06","2.264","-","2.454"
"2017/01/11","17:12","2.241","-","2.435"
"2017/01/11","17:18","2.222","-","2.415"
"2017/01/11","17:24","2.205","-","2.396"
"2017/01/11","17:30","2.19","-","2.38"
"2017/01/11","17:36","2.179","-","2.367"
"2017/01/11","17:42","2.17","-","2.361"
"2017/01/11","17:48","2.164","-","2.357"
"2017/01/11","17:54","2.162","-","2.351"
"2017/01/11","18:00","2.161","-","2.353"
"2017/01/11","18:06","2.164","-","2.362"
"2017/01/11","18:12","2.17","-","2.367"
"2017/01/11","18:18","2.178","-","2.379"
"2017/01/11","18:24","2.189","-","2.396"
"2017/01/11","18:30","2.202","-","2.411"
"2017/01/11","18:36","2.219","-","2.429"
"2017/01/11","18:42","2.237","-","2.453"
"2017/01/11","18:48","2.258","-","2.471"
"2017/01/11","18:54","2.282","-","2.493"
"2017/01/11","19:00","2.307","-","2.524"
"2017/01/11","19:06","2.335","-","2.564"
"2017/01/11","19:12","2.365","-","2.59"
"2017/01/11","19:18","2.397","-","2.625"
"2017/01/11","19:24","2.43","-","2.658"
"2017/01/11","19:30","2.466","-","2.694"
"2017/01/11","19:36","2.503","-","2.726"
"2017/01/11","19:42","2.541","-","2.766"
"2017/01/11","19:48","2.581","-","2.8"
"2017/01/11","19:54","2.623","-","2.837"
"2017/01/11","20:00","2.665","-","2.873"
"2017/01/11","20:06","2.708","-","2.913"
"2017/01/11","20:12","2.752","-","2.951"
"2017/01/11","20:18","2.797","-","2.992"
"2017/01/11","20:24","2.842","-","3.028"
"2017/01/11","20:30","2.888","-","3.069"
"2017/01/11","20:36","2.934","-","3.111"
"2017/01/11","20:42","2.98","-","3.148"
"2017/01/11","20:48","3.026","-","3.189"
"2017/01/11","20:54","3.071","-","3.231"
"2017/01/11","21:00","3.117","-","3.271"
"2017/01/11","21:06","3.161","-","3.314"
"2017/01/11","21:12","3.205","-","3.359"
"2017/01/11","21:18","3.247","-","3.4"
"2017/01/11","21:24","3.288","-","3.443"
"2017/01/11","21:30","3.328","-","3.481"
"2017/01/11","21:36","3.367","-","3.522"
"2017/01/11","21:42","3.403","-","3.563"
"2017/01/11","21:48","3.438","-","3.595"
"2017/01/11","21:54","3.47","-","3.629"
"2017/01/11","22:00","3.501","-","3.666"
"2017/01/11","22:06","3.528","-","3.699"
"2017/01/11","22:12","3.554","-","3.723"
"2017/01/11","22:18","3.576","-","3.752"
"2017/01/11","22:24","3.596","-","3.771"
"2017/01/11","22:30","3.613","-","3.791"
"2017/01/11","22:36","3.626","-","3.808"
"2017/01/11","22:42","3.637","-","3.821"
"2017/01/11","22:48","3.644","-","3.829"
"2017/01/11","22:54","3.648","-","3.833"
"2017/01/11","23:00","3.648","-","3.841"
"2017/01/11","23:06","3.645","-","3.842"
"2017/01/11","23:12","3.638","-","3.836"
"2017/01/11","23:18","3.628","-","3.829"
"2017/01/11","23:24","3.615","-","3.82"
"2017/01/11","23:30","3.597","-","3.8"
"2017/01/11","23:36","3.577","-","3.782"
"2017/01/11","23:42","3.552","-","3.759"
"2017/01/11","23:48","3.524","-","3.736"
"2017/01/11","23:54","3.493","-","3.705"
"2017/01/12","00:00","3.458","-","3.674"
"2017/01/12","00:06","3.42","-","3.634"
"2017/01/12","00:12","3.378","-","3.596"
"2017/01/12","00:18","3.333","-","3.551"
"2017/01/12","00:24","3.285","-","3.506"
"2017/01/12","00:30","3.234","-","3.455"
"2017/01/12","00:36","3.179","-","3.403"
"2017/01/12","00:42","3.122","-","3.348"
"2017/01/12","00:48","3.061","-","3.284"
"2017/01/12","00:54","2.998","-","3.22"
"2017/01/12","01:00","2.931","-","3.154"
"2017/01/12","01:06","2.862","-","3.092"
"2017/01/12","01:12","2.79","-","3.017"
"2017/01/12","01:18","2.716","-","2.943"
"2017/01/12","01:24","2.639","-","2.87"
"2017/01/12","01:30","2.559","-","2.795"
"2017/01/12","01:36","2.477","-","2.708"
"2017/01/12","01:42","2.393","-","2.626"
"2017/01/12","01:48","2.307","-","2.538"
"2017/01/12","01:54","2.219","-","2.448"
"2017/01/12","02:00","2.129","-","2.352"
"2017/01/12","02:06","2.037","-","2.26"
"2017/01/12","02:12","1.943","-","2.161"
"2017/01/12","02:18","1.848","-","2.064"
"2017/01/12","02:24","1.752","-","1.961"
"2017/01/12","02:30","1.654","-","1.862"
"2017/01/12","02:36","1.555","-","1.758"
"2017/01/12","02:42","1.456","-","1.647"
"2017/01/12","02:48","1.355","-","1.547"
"2017/01/12","02:54","1.254","-","1.44"
"2017/01/12","03:00","1.153","-","1.33"
"2017/01/12","03:06","1.052","-","1.219"
"2017/01/12","03:12","0.951","-","1.116"
"2017/01/12","03:18","0.851","-","1.014"
"2017/01/12","03:24","0.751","-","0.906"
"2017/01/12","03:30","0.652","-","0.809"
"2017/01/12","03:36","0.554","-","0.713"
"2017/01/12","03:42","0.458","-","0.609"
"2017/01/12","03:48","0.364","-","0.511"
"2017/01/12","03:54","0.271","-","0.416"
"2017/01/12","04:00","0.181","-","0.325"
"2017/01/12","04:06","0.093","-","0.238"
"2017/01/12","04:12","0.008","-","0.16"
"2017/01/12","04:18","-0.075","-","0.073"
"2017/01/12","04:24","-0.153","-","-0.001"
"2017/01/12","04:30","-0.229","-","-0.074"
"2017/01/12","04:36","-0.3","-","-0.149"
"2017/01/12","04:42","-0.368","-","-0.22"
"2017/01/12","04:48","-0.431","-","-0.282"
"2017/01/12","04:54","-0.49","-","-0.344"
"2017/01/12","05:00","-0.545","-","-0.401"
"2017/01/12","05:06","-0.595","-","-0.457"
"2017/01/12","05:12","-0.64","-","-0.5"
"2017/01/12","05:18","-0.68","-","-0.549"
"2017/01/12","05:24","-0.715","-","-0.594"
"2017/01/12","05:30","-0.745","-","-0.628"
"2017/01/12","05:36","-0.769","-","-0.655"
"2017/01/12","05:42","-0.789","-","-0.683"
"2017/01/12","05:48","-0.803","-","-0.699"
"2017/01/12","05:54","-0.811","-","-0.721"
"2017/01/12","06:00","-0.815","-","-0.727"
"2017/01/12","06:06","-0.813","-","-0.725"
"2017/01/12","06:12","-0.805","-","-0.721"
"2017/01/12","06:18","-0.793","-","-0.698"
"2017/01/12","06:24","-0.775","-","-0.682"
