"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/23","21:30","3.151","-","3.324"
"2017/01/23","21:36","3.139","-","3.315"
"2017/01/23","21:42","3.125","-","3.304"
"2017/01/23","21:48","3.109","-","3.289"
"2017/01/23","21:54","3.09","-","3.273"
"2017/01/23","22:00","3.069","-","3.259"
"2017/01/23","22:06","3.046","-","3.239"
"2017/01/23","22:12","3.021","-","3.212"
"2017/01/23","22:18","2.994","-","3.188"
"2017/01/23","22:24","2.964","-","3.162"
"2017/01/23","22:30","2.932","-","3.131"
"2017/01/23","22:36","2.899","-","3.103"
"2017/01/23","22:42","2.863","-","3.067"
"2017/01/23","22:48","2.825","-","3.029"
"2017/01/23","22:54","2.785","-","2.99"
"2017/01/23","23:00","2.743","-","2.953"
"2017/01/23","23:06","2.7","-","2.91"
"2017/01/23","23:12","2.654","-","2.867"
"2017/01/23","23:18","2.607","-","2.816"
"2017/01/23","23:24","2.558","-","2.774"
"2017/01/23","23:30","2.507","-","2.718"
"2017/01/23","23:36","2.454","-","2.67"
"2017/01/23","23:42","2.4","-","2.613"
"2017/01/23","23:48","2.344","-","2.564"
"2017/01/23","23:54","2.287","-","2.503"
"2017/01/24","00:00","2.228","-","2.448"
"2017/01/24","00:06","2.168","-","2.388"
"2017/01/24","00:12","2.107","-","2.329"
"2017/01/24","00:18","2.044","-","2.27"
"2017/01/24","00:24","1.98","-","2.207"
"2017/01/24","00:30","1.916","-","2.143"
"2017/01/24","00:36","1.85","-","2.078"
"2017/01/24","00:42","1.784","-","2.009"
"2017/01/24","00:48","1.717","-","1.939"
"2017/01/24","00:54","1.65","-","1.874"
"2017/01/24","01:00","1.582","-","1.803"
"2017/01/24","01:06","1.514","-","1.735"
"2017/01/24","01:12","1.446","-","1.664"
"2017/01/24","01:18","1.378","-","1.596"
"2017/01/24","01:24","1.311","-","1.521"
"2017/01/24","01:30","1.244","-","1.457"
"2017/01/24","01:36","1.178","-","1.391"
"2017/01/24","01:42","1.112","-","1.323"
"2017/01/24","01:48","1.048","-","1.259"
"2017/01/24","01:54","0.985","-","1.195"
"2017/01/24","02:00","0.923","-","1.129"
"2017/01/24","02:06","0.863","-","1.069"
"2017/01/24","02:12","0.804","-","1.006"
"2017/01/24","02:18","0.747","-","0.949"
"2017/01/24","02:24","0.693","-","0.889"
"2017/01/24","02:30","0.64","-","0.835"
"2017/01/24","02:36","0.59","-","0.784"
"2017/01/24","02:42","0.543","-","0.736"
"2017/01/24","02:48","0.498","-","0.689"
"2017/01/24","02:54","0.455","-","0.644"
"2017/01/24","03:00","0.416","-","0.607"
"2017/01/24","03:06","0.379","-","0.57"
"2017/01/24","03:12","0.345","-","0.53"
"2017/01/24","03:18","0.314","-","0.5"
"2017/01/24","03:24","0.286","-","0.474"
"2017/01/24","03:30","0.262","-","0.449"
"2017/01/24","03:36","0.24","-","0.42"
"2017/01/24","03:42","0.222","-","0.402"
"2017/01/24","03:48","0.206","-","0.385"
"2017/01/24","03:54","0.194","-","0.368"
"2017/01/24","04:00","0.185","-","0.359"
"2017/01/24","04:06","0.18","-","0.353"
"2017/01/24","04:12","0.177","-","0.355"
"2017/01/24","04:18","0.177","-","0.35"
"2017/01/24","04:24","0.181","-","0.355"
"2017/01/24","04:30","0.187","-","0.363"
"2017/01/24","04:36","0.197","-","0.375"
"2017/01/24","04:42","0.209","-","0.385"
"2017/01/24","04:48","0.224","-","0.405"
"2017/01/24","04:54","0.243","-","0.425"
"2017/01/24","05:00","0.264","-","0.448"
"2017/01/24","05:06","0.287","-","0.473"
"2017/01/24","05:12","0.314","-","0.501"
"2017/01/24","05:18","0.343","-","0.531"
"2017/01/24","05:24","0.374","-","0.564"
"2017/01/24","05:30","0.409","-","0.595"
"2017/01/24","05:36","0.445","-","0.631"
"2017/01/24","05:42","0.484","-","0.672"
"2017/01/24","05:48","0.525","-","0.708"
"2017/01/24","05:54","0.569","-","0.748"
"2017/01/24","06:00","0.614","-","0.788"
"2017/01/24","06:06","0.662","-","0.838"
"2017/01/24","06:12","0.712","-","0.88"
"2017/01/24","06:18","0.763","-","0.929"
"2017/01/24","06:24","0.817","-","0.984"
"2017/01/24","06:30","0.872","-","1.038"
"2017/01/24","06:36","0.928","-","1.097"
"2017/01/24","06:42","0.986","-","1.154"
"2017/01/24","06:48","1.045","-","1.217"
"2017/01/24","06:54","1.106","-","1.274"
"2017/01/24","07:00","1.167","-","1.334"
"2017/01/24","07:06","1.23","-","1.395"
"2017/01/24","07:12","1.293","-","1.462"
"2017/01/24","07:18","1.357","-","1.525"
"2017/01/24","07:24","1.422","-","1.594"
"2017/01/24","07:30","1.486","-","1.663"
"2017/01/24","07:36","1.551","-","1.729"
"2017/01/24","07:42","1.617","-","1.796"
"2017/01/24","07:48","1.682","-","1.865"
"2017/01/24","07:54","1.746","-","1.932"
"2017/01/24","08:00","1.811","-","2.004"
"2017/01/24","08:06","1.875","-","2.072"
"2017/01/24","08:12","1.938","-","2.138"
"2017/01/24","08:18","2","-","2.211"
"2017/01/24","08:24","2.062","-","2.27"
"2017/01/24","08:30","2.122","-","2.333"
"2017/01/24","08:36","2.182","-","2.395"
"2017/01/24","08:42","2.24","-","2.46"
"2017/01/24","08:48","2.297","-","2.519"
"2017/01/24","08:54","2.352","-","2.585"
"2017/01/24","09:00","2.406","-","2.641"
"2017/01/24","09:06","2.458","-","2.697"
"2017/01/24","09:12","2.509","-","2.748"
"2017/01/24","09:18","2.558","-","2.801"
"2017/01/24","09:24","2.606","-","2.848"
"2017/01/24","09:30","2.652","-","2.894"
"2017/01/24","09:36","2.696","-","2.942"
"2017/01/24","09:42","2.738","-","2.989"
"2017/01/24","09:48","2.778","-","3.035"
"2017/01/24","09:54","2.817","-","3.071"
"2017/01/24","10:00","2.854","-","3.107"
"2017/01/24","10:06","2.89","-","3.145"
"2017/01/24","10:12","2.923","-","3.182"
"2017/01/24","10:18","2.955","-","3.21"
"2017/01/24","10:24","2.985","-","3.238"
"2017/01/24","10:30","3.013","-","3.267"
"2017/01/24","10:36","3.04","-","3.294"
"2017/01/24","10:42","3.065","-","3.315"
"2017/01/24","10:48","3.088","-","3.34"
"2017/01/24","10:54","3.11","-","3.361"
"2017/01/24","11:00","3.13","-","3.379"
"2017/01/24","11:06","3.148","-","3.392"
"2017/01/24","11:12","3.165","-","3.406"
"2017/01/24","11:18","3.18","-","3.415"
"2017/01/24","11:24","3.193","-","3.425"
"2017/01/24","11:30","3.205","-","3.43"
"2017/01/24","11:36","3.215","-","3.438"
"2017/01/24","11:42","3.223","-","3.435"
"2017/01/24","11:48","3.229","-","3.436"
"2017/01/24","11:54","3.234","-","3.432"
"2017/01/24","12:00","3.237","-","3.429"
"2017/01/24","12:06","3.238","-","3.429"
"2017/01/24","12:12","3.237","-","3.421"
"2017/01/24","12:18","3.235","-","3.413"
"2017/01/24","12:24","3.231","-","3.402"
"2017/01/24","12:30","3.225","-","3.392"
"2017/01/24","12:36","3.217","-","3.378"
"2017/01/24","12:42","3.208","-","3.364"
"2017/01/24","12:48","3.197","-","3.353"
"2017/01/24","12:54","3.184","-","3.338"
"2017/01/24","13:00","3.169","-","3.322"
"2017/01/24","13:06","3.153","-","3.305"
"2017/01/24","13:12","3.136","-","3.288"
"2017/01/24","13:18","3.116","-","3.268"
"2017/01/24","13:24","3.096","-","3.247"
"2017/01/24","13:30","3.074","-","3.23"
"2017/01/24","13:36","3.051","-","3.209"
"2017/01/24","13:42","3.027","-","3.187"
"2017/01/24","13:48","3.002","-","3.162"
"2017/01/24","13:54","2.976","-","3.141"
"2017/01/24","14:00","2.949","-","3.115"
"2017/01/24","14:06","2.922","-","3.092"
"2017/01/24","14:12","2.894","-","3.069"
"2017/01/24","14:18","2.865","-","3.041"
"2017/01/24","14:24","2.837","-","3.016"
"2017/01/24","14:30","2.808","-","2.982"
"2017/01/24","14:36","2.779","-","2.956"
"2017/01/24","14:42","2.75","-","2.929"
"2017/01/24","14:48","2.722","-","2.898"
"2017/01/24","14:54","2.694","-","2.867"
"2017/01/24","15:00","2.666","-","2.836"
"2017/01/24","15:06","2.639","-","2.811"
"2017/01/24","15:12","2.613","-","2.778"
"2017/01/24","15:18","2.587","-","2.752"
"2017/01/24","15:24","2.563","-","2.724"
"2017/01/24","15:30","2.539","-","2.695"
"2017/01/24","15:36","2.516","-","2.671"
"2017/01/24","15:42","2.495","-","2.645"
"2017/01/24","15:48","2.474","-","2.621"
"2017/01/24","15:54","2.455","-","2.594"
"2017/01/24","16:00","2.437","-","2.572"
"2017/01/24","16:06","2.421","-","2.557"
"2017/01/24","16:12","2.406","-","2.535"
"2017/01/24","16:18","2.392","-","2.523"
"2017/01/24","16:24","2.38","-","2.511"
"2017/01/24","16:30","2.369","-","2.496"
"2017/01/24","16:36","2.36","-","2.49"
"2017/01/24","16:42","2.352","-","2.482"
"2017/01/24","16:48","2.345","-","2.479"
"2017/01/24","16:54","2.341","-","2.474"
"2017/01/24","17:00","2.337","-","2.47"
"2017/01/24","17:06","2.336","-","2.47"
"2017/01/24","17:12","2.335","-","2.468"
"2017/01/24","17:18","2.336","-","2.47"
"2017/01/24","17:24","2.339","-","2.474"
"2017/01/24","17:30","2.344","-","2.481"
"2017/01/24","17:36","2.349","-","2.489"
"2017/01/24","17:42","2.357","-","2.496"
"2017/01/24","17:48","2.365","-","2.507"
"2017/01/24","17:54","2.376","-","2.515"
"2017/01/24","18:00","2.387","-","2.526"
"2017/01/24","18:06","2.4","-","2.543"
"2017/01/24","18:12","2.415","-","2.56"
"2017/01/24","18:18","2.431","-","2.572"
"2017/01/24","18:24","2.448","-","2.596"
"2017/01/24","18:30","2.467","-","2.611"
"2017/01/24","18:36","2.486","-","2.63"
"2017/01/24","18:42","2.507","-","2.65"
"2017/01/24","18:48","2.529","-","2.675"
"2017/01/24","18:54","2.553","-","2.692"
"2017/01/24","19:00","2.577","-","2.713"
"2017/01/24","19:06","2.602","-","2.733"
"2017/01/24","19:12","2.628","-","2.759"
"2017/01/24","19:18","2.654","-","2.777"
"2017/01/24","19:24","2.681","-","2.803"
"2017/01/24","19:30","2.709","-","2.826"
"2017/01/24","19:36","2.737","-","2.845"
"2017/01/24","19:42","2.765","-","2.868"
"2017/01/24","19:48","2.793","-","2.889"
"2017/01/24","19:54","2.821","-","2.911"
"2017/01/24","20:00","2.849","-","2.933"
"2017/01/24","20:06","2.877","-","2.954"
"2017/01/24","20:12","2.904","-","2.97"
"2017/01/24","20:18","2.93","-","2.995"
"2017/01/24","20:24","2.956","-","3.015"
"2017/01/24","20:30","2.98","-","3.037"
"2017/01/24","20:36","3.004","-","3.053"
"2017/01/24","20:42","3.026","-","3.078"
"2017/01/24","20:48","3.047","-","3.094"
"2017/01/24","20:54","3.066","-","3.108"
"2017/01/24","21:00","3.084","-","3.13"
"2017/01/24","21:06","3.1","-","3.147"
"2017/01/24","21:12","3.114","-","3.161"
"2017/01/24","21:18","3.126","-","3.172"
"2017/01/24","21:24","3.136","-","3.187"
"2017/01/24","21:30","3.144","-","3.197"
"2017/01/24","21:36","3.15","-","3.206"
"2017/01/24","21:42","3.153","-","3.212"
"2017/01/24","21:48","3.154","-","3.215"
"2017/01/24","21:54","3.153","-","3.217"
"2017/01/24","22:00","3.149","-","3.22"
"2017/01/24","22:06","3.143","-","3.214"
"2017/01/24","22:12","3.134","-","3.206"
"2017/01/24","22:18","3.123","-","3.197"
"2017/01/24","22:24","3.11","-","3.184"
"2017/01/24","22:30","3.094","-","3.169"
"2017/01/24","22:36","3.075","-","3.152"
"2017/01/24","22:42","3.054","-","3.132"
"2017/01/24","22:48","3.031","-","3.108"
"2017/01/24","22:54","3.005","-","3.088"
"2017/01/24","23:00","2.977","-","3.059"
"2017/01/24","23:06","2.947","-","3.032"
"2017/01/24","23:12","2.914","-","2.999"
"2017/01/24","23:18","2.879","-","2.967"
"2017/01/24","23:24","2.842","-","2.931"
"2017/01/24","23:30","2.802","-","2.895"
"2017/01/24","23:36","2.761","-","2.856"
"2017/01/24","23:42","2.717","-","2.815"
"2017/01/24","23:48","2.671","-","2.77"
"2017/01/24","23:54","2.624","-","2.73"
"2017/01/25","00:00","2.574","-","2.68"
"2017/01/25","00:06","2.522","-","2.631"
"2017/01/25","00:12","2.469","-","2.582"
"2017/01/25","00:18","2.413","-","2.53"
"2017/01/25","00:24","2.356","-","2.477"
"2017/01/25","00:30","2.297","-","2.419"
"2017/01/25","00:36","2.236","-","2.363"
"2017/01/25","00:42","2.174","-","2.299"
"2017/01/25","00:48","2.111","-","2.237"
"2017/01/25","00:54","2.046","-","2.174"
"2017/01/25","01:00","1.979","-","2.107"
"2017/01/25","01:06","1.912","-","2.04"
"2017/01/25","01:12","1.843","-","1.973"
"2017/01/25","01:18","1.773","-","1.897"
"2017/01/25","01:24","1.703","-","1.824"
"2017/01/25","01:30","1.632","-","1.749"
"2017/01/25","01:36","1.56","-","1.679"
"2017/01/25","01:42","1.488","-","1.6"
"2017/01/25","01:48","1.415","-","1.527"
"2017/01/25","01:54","1.343","-","1.452"
"2017/01/25","02:00","1.27","-","1.374"
"2017/01/25","02:06","1.198","-","1.303"
"2017/01/25","02:12","1.127","-","1.229"
"2017/01/25","02:18","1.056","-","1.155"
"2017/01/25","02:24","0.986","-","1.085"
"2017/01/25","02:30","0.917","-","1.017"
"2017/01/25","02:36","0.849","-","0.951"
"2017/01/25","02:42","0.783","-","0.882"
"2017/01/25","02:48","0.718","-","0.822"
"2017/01/25","02:54","0.655","-","0.752"
"2017/01/25","03:00","0.594","-","0.693"
"2017/01/25","03:06","0.536","-","0.627"
"2017/01/25","03:12","0.48","-","0.573"
"2017/01/25","03:18","0.426","-","0.517"
"2017/01/25","03:24","0.375","-","0.467"
"2017/01/25","03:30","0.327","-","0.414"
"2017/01/25","03:36","0.281","-","0.373"
"2017/01/25","03:42","0.239","-","0.328"
"2017/01/25","03:48","0.2","-","0.282"
"2017/01/25","03:54","0.164","-","0.248"
"2017/01/25","04:00","0.132","-","0.21"
"2017/01/25","04:06","0.103","-","0.177"
"2017/01/25","04:12","0.078","-","0.153"
"2017/01/25","04:18","0.056","-","0.127"
"2017/01/25","04:24","0.037","-","0.107"
"2017/01/25","04:30","0.022","-","0.097"
"2017/01/25","04:36","0.011","-","0.081"
"2017/01/25","04:42","0.003","-","0.066"
"2017/01/25","04:48","-0.001","-","0.064"
"2017/01/25","04:54","-0.002","-","0.061"
"2017/01/25","05:00","0.001","-","0.066"
"2017/01/25","05:06","0.008","-","0.074"
"2017/01/25","05:12","0.017","-","0.079"
"2017/01/25","05:18","0.03","-","0.09"
"2017/01/25","05:24","0.047","-","0.108"
"2017/01/25","05:30","0.067","-","0.129"
"2017/01/25","05:36","0.089","-","0.155"
"2017/01/25","05:42","0.115","-","0.18"
"2017/01/25","05:48","0.144","-","0.209"
"2017/01/25","05:54","0.176","-","0.238"
"2017/01/25","06:00","0.211","-","0.27"
"2017/01/25","06:06","0.249","-","0.31"
"2017/01/25","06:12","0.29","-","0.345"
"2017/01/25","06:18","0.333","-","0.387"
"2017/01/25","06:24","0.378","-","0.427"
"2017/01/25","06:30","0.426","-","0.469"
"2017/01/25","06:36","0.477","-","0.517"
"2017/01/25","06:42","0.53","-","0.566"
"2017/01/25","06:48","0.584","-","0.615"
"2017/01/25","06:54","0.641","-","0.666"
"2017/01/25","07:00","0.7","-","0.727"
"2017/01/25","07:06","0.761","-","0.782"
"2017/01/25","07:12","0.823","-","0.842"
"2017/01/25","07:18","0.888","-","0.902"
"2017/01/25","07:24","0.953","-","0.973"
"2017/01/25","07:30","1.02","-","1.043"
"2017/01/25","07:36","1.088","-","1.113"
"2017/01/25","07:42","1.157","-","1.188"
"2017/01/25","07:48","1.227","-","1.264"
"2017/01/25","07:54","1.298","-","1.337"
"2017/01/25","08:00","1.369","-","1.409"
"2017/01/25","08:06","1.441","-","1.486"
"2017/01/25","08:12","1.513","-","1.558"
"2017/01/25","08:18","1.586","-","1.639"
"2017/01/25","08:24","1.658","-","1.713"
"2017/01/25","08:30","1.73","-","1.789"
"2017/01/25","08:36","1.802","-","1.865"
"2017/01/25","08:42","1.873","-","1.938"
"2017/01/25","08:48","1.944","-","2.012"
"2017/01/25","08:54","2.014","-","2.083"
"2017/01/25","09:00","2.083","-","2.157"
"2017/01/25","09:06","2.151","-","2.228"
"2017/01/25","09:12","2.218","-","2.297"
"2017/01/25","09:18","2.283","-","2.366"
"2017/01/25","09:24","2.347","-","2.435"
"2017/01/25","09:30","2.41","-","2.492"
"2017/01/25","09:36","2.471","-","2.565"
"2017/01/25","09:42","2.53","-","2.632"
"2017/01/25","09:48","2.588","-","2.698"
"2017/01/25","09:54","2.643","-","2.752"
"2017/01/25","10:00","2.697","-","2.811"
"2017/01/25","10:06","2.749","-","2.868"
"2017/01/25","10:12","2.799","-","2.916"
"2017/01/25","10:18","2.847","-","2.964"
"2017/01/25","10:24","2.893","-","3.01"
"2017/01/25","10:30","2.936","-","3.057"
"2017/01/25","10:36","2.978","-","3.1"
"2017/01/25","10:42","3.018","-","3.144"
"2017/01/25","10:48","3.055","-","3.181"
"2017/01/25","10:54","3.091","-","3.219"
"2017/01/25","11:00","3.124","-","3.251"
"2017/01/25","11:06","3.156","-","3.28"
"2017/01/25","11:12","3.185","-","3.306"
"2017/01/25","11:18","3.212","-","3.333"
"2017/01/25","11:24","3.238","-","3.353"
"2017/01/25","11:30","3.261","-","3.375"
"2017/01/25","11:36","3.283","-","3.396"
"2017/01/25","11:42","3.302","-","3.413"
"2017/01/25","11:48","3.32","-","3.428"
"2017/01/25","11:54","3.336","-","3.444"
"2017/01/25","12:00","3.349","-","3.456"
"2017/01/25","12:06","3.361","-","3.461"
"2017/01/25","12:12","3.371","-","3.467"
"2017/01/25","12:18","3.379","-","3.468"
"2017/01/25","12:24","3.385","-","3.471"
"2017/01/25","12:30","3.389","-","3.469"
"2017/01/25","12:36","3.391","-","3.469"
"2017/01/25","12:42","3.391","-","3.463"
"2017/01/25","12:48","3.39","-","3.458"
"2017/01/25","12:54","3.386","-","3.445"
"2017/01/25","13:00","3.38","-","3.436"
"2017/01/25","13:06","3.373","-","3.423"
"2017/01/25","13:12","3.363","-","3.407"
"2017/01/25","13:18","3.352","-","3.392"
"2017/01/25","13:24","3.339","-","3.378"
"2017/01/25","13:30","3.324","-","3.363"
"2017/01/25","13:36","3.307","-","3.343"
"2017/01/25","13:42","3.288","-","3.33"
"2017/01/25","13:48","3.267","-","3.313"
"2017/01/25","13:54","3.245","-","3.293"
"2017/01/25","14:00","3.222","-","3.268"
"2017/01/25","14:06","3.196","-","3.253"
"2017/01/25","14:12","3.17","-","3.229"
"2017/01/25","14:18","3.142","-","3.201"
"2017/01/25","14:24","3.113","-","3.18"
"2017/01/25","14:30","3.083","-","3.15"
"2017/01/25","14:36","3.051","-","3.119"
"2017/01/25","14:42","3.019","-","3.095"
"2017/01/25","14:48","2.987","-","3.07"
"2017/01/25","14:54","2.953","-","3.033"
"2017/01/25","15:00","2.92","-","3.007"
"2017/01/25","15:06","2.886","-","2.973"
"2017/01/25","15:12","2.852","-","2.942"
"2017/01/25","15:18","2.818","-","2.908"
"2017/01/25","15:24","2.784","-","2.876"
"2017/01/25","15:30","2.75","-","2.843"
"2017/01/25","15:36","2.717","-","2.81"
"2017/01/25","15:42","2.684","-","2.778"
"2017/01/25","15:48","2.652","-","2.742"
"2017/01/25","15:54","2.621","-","2.711"
"2017/01/25","16:00","2.591","-","2.681"
"2017/01/25","16:06","2.562","-","2.648"
"2017/01/25","16:12","2.534","-","2.618"
"2017/01/25","16:18","2.507","-","2.592"
"2017/01/25","16:24","2.482","-","2.563"
"2017/01/25","16:30","2.458","-","2.535"
"2017/01/25","16:36","2.436","-","2.511"
"2017/01/25","16:42","2.415","-","2.488"
"2017/01/25","16:48","2.396","-","2.468"
"2017/01/25","16:54","2.378","-","2.447"
"2017/01/25","17:00","2.362","-","2.432"
"2017/01/25","17:06","2.348","-","2.415"
"2017/01/25","17:12","2.335","-","2.403"
"2017/01/25","17:18","2.324","-","2.391"
"2017/01/25","17:24","2.315","-","2.383"
"2017/01/25","17:30","2.308","-","2.374"
"2017/01/25","17:36","2.302","-","2.367"
"2017/01/25","17:42","2.298","-","2.365"
"2017/01/25","17:48","2.296","-","2.362"
"2017/01/25","17:54","2.296","-","2.364"
"2017/01/25","18:00","2.297","-","2.367"
"2017/01/25","18:06","2.3","-","2.374"
"2017/01/25","18:12","2.305","-","2.383"
"2017/01/25","18:18","2.311","-","2.39"
"2017/01/25","18:24","2.319","-","2.402"
"2017/01/25","18:30","2.328","-","2.414"
"2017/01/25","18:36","2.339","-","2.428"
"2017/01/25","18:42","2.352","-","2.444"
"2017/01/25","18:48","2.366","-","2.463"
"2017/01/25","18:54","2.382","-","2.478"
"2017/01/25","19:00","2.399","-","2.496"
"2017/01/25","19:06","2.417","-","2.513"
"2017/01/25","19:12","2.437","-","2.536"
"2017/01/25","19:18","2.458","-","2.557"
"2017/01/25","19:24","2.48","-","2.578"
"2017/01/25","19:30","2.504","-","2.602"
"2017/01/25","19:36","2.528","-","2.622"
"2017/01/25","19:42","2.554","-","2.645"
"2017/01/25","19:48","2.58","-","2.667"
"2017/01/25","19:54","2.607","-","2.689"
"2017/01/25","20:00","2.635","-","2.712"
"2017/01/25","20:06","2.663","-","2.738"
"2017/01/25","20:12","2.692","-","2.759"
"2017/01/25","20:18","2.721","-","2.786"
"2017/01/25","20:24","2.751","-","2.814"
"2017/01/25","20:30","2.78","-","2.836"
"2017/01/25","20:36","2.809","-","2.862"
"2017/01/25","20:42","2.838","-","2.885"
"2017/01/25","20:48","2.867","-","2.914"
"2017/01/25","20:54","2.896","-","2.936"
"2017/01/25","21:00","2.923","-","2.961"
"2017/01/25","21:06","2.95","-","2.984"
"2017/01/25","21:12","2.976","-","3.01"
"2017/01/25","21:18","3","-","3.034"
"2017/01/25","21:24","3.024","-","3.055"
"2017/01/25","21:30","3.046","-","3.076"
"2017/01/25","21:36","3.066","-","3.099"
"2017/01/25","21:42","3.085","-","3.118"
"2017/01/25","21:48","3.102","-","3.137"
"2017/01/25","21:54","3.117","-","3.153"
"2017/01/25","22:00","3.13","-","3.165"
"2017/01/25","22:06","3.14","-","3.18"
"2017/01/25","22:12","3.149","-","3.188"
"2017/01/25","22:18","3.155","-","3.195"
"2017/01/25","22:24","3.159","-","3.203"
"2017/01/25","22:30","3.16","-","3.205"
"2017/01/25","22:36","3.159","-","3.206"
"2017/01/25","22:42","3.155","-","3.203"
"2017/01/25","22:48","3.148","-","3.195"
"2017/01/25","22:54","3.139","-","3.183"
"2017/01/25","23:00","3.128","-","3.176"
"2017/01/25","23:06","3.114","-","3.164"
"2017/01/25","23:12","3.097","-","3.149"
"2017/01/25","23:18","3.077","-","3.13"
"2017/01/25","23:24","3.055","-","3.113"
"2017/01/25","23:30","3.03","-","3.084"
"2017/01/25","23:36","3.003","-","3.059"
"2017/01/25","23:42","2.973","-","3.028"
"2017/01/25","23:48","2.94","-","2.999"
"2017/01/25","23:54","2.905","-","2.962"
"2017/01/26","00:00","2.868","-","2.925"
"2017/01/26","00:06","2.828","-","2.887"
"2017/01/26","00:12","2.786","-","2.845"
"2017/01/26","00:18","2.741","-","2.802"
"2017/01/26","00:24","2.695","-","2.76"
"2017/01/26","00:30","2.646","-","2.706"
"2017/01/26","00:36","2.595","-","2.659"
"2017/01/26","00:42","2.542","-","2.604"
"2017/01/26","00:48","2.486","-","2.55"
"2017/01/26","00:54","2.429","-","2.491"
"2017/01/26","01:00","2.37","-","2.435"
"2017/01/26","01:06","2.309","-","2.375"
"2017/01/26","01:12","2.246","-","2.309"
"2017/01/26","01:18","2.181","-","2.24"
"2017/01/26","01:24","2.115","-","2.175"
"2017/01/26","01:30","2.047","-","2.106"
"2017/01/26","01:36","1.978","-","2.033"
"2017/01/26","01:42","1.908","-","1.967"
"2017/01/26","01:48","1.836","-","1.889"
"2017/01/26","01:54","1.763","-","1.816"
"2017/01/26","02:00","1.689","-","1.738"
"2017/01/26","02:06","1.614","-","1.662"
"2017/01/26","02:12","1.539","-","1.575"
"2017/01/26","02:18","1.463","-","1.5"
"2017/01/26","02:24","1.386","-","1.422"
"2017/01/26","02:30","1.309","-","1.346"
"2017/01/26","02:36","1.233","-","1.264"
"2017/01/26","02:42","1.156","-","1.182"
"2017/01/26","02:48","1.08","-","1.102"
"2017/01/26","02:54","1.004","-","1.024"
"2017/01/26","03:00","0.929","-","0.943"
"2017/01/26","03:06","0.855","-","0.869"
"2017/01/26","03:12","0.782","-","0.794"
"2017/01/26","03:18","0.711","-","0.72"
"2017/01/26","03:24","0.641","-","0.651"
"2017/01/26","03:30","0.573","-","0.583"
"2017/01/26","03:36","0.507","-","0.512"
"2017/01/26","03:42","0.443","-","0.446"
"2017/01/26","03:48","0.382","-","0.382"
"2017/01/26","03:54","0.323","-","0.325"
"2017/01/26","04:00","0.267","-","0.274"
"2017/01/26","04:06","0.213","-","0.222"
"2017/01/26","04:12","0.164","-","0.172"
"2017/01/26","04:18","0.117","-","0.12"
"2017/01/26","04:24","0.073","-","0.079"
"2017/01/26","04:30","0.034","-","0.036"
"2017/01/26","04:36","-0.003","-","0.004"
"2017/01/26","04:42","-0.035","-","-0.026"
"2017/01/26","04:48","-0.064","-","-0.059"
"2017/01/26","04:54","-0.088","-","-0.087"
"2017/01/26","05:00","-0.109","-","-0.105"
"2017/01/26","05:06","-0.126","-","-0.127"
"2017/01/26","05:12","-0.139","-","-0.143"
"2017/01/26","05:18","-0.148","-","-0.151"
"2017/01/26","05:24","-0.153","-","-0.153"
"2017/01/26","05:30","-0.154","-","-0.157"
"2017/01/26","05:36","-0.151","-","-0.155"
"2017/01/26","05:42","-0.144","-","-0.148"
"2017/01/26","05:48","-0.134","-","-0.137"
"2017/01/26","05:54","-0.119","-","-0.127"
"2017/01/26","06:00","-0.101","-","-0.109"
"2017/01/26","06:06","-0.079","-","-0.081"
"2017/01/26","06:12","-0.054","-","-0.059"
"2017/01/26","06:18","-0.025","-","-0.03"
"2017/01/26","06:24","0.008","-","0.003"
"2017/01/26","06:30","0.043","-","0.043"
"2017/01/26","06:36","0.082","-","0.078"
"2017/01/26","06:42","0.124","-","0.119"
"2017/01/26","06:48","0.169","-","0.165"
"2017/01/26","06:54","0.217","-","0.209"
"2017/01/26","07:00","0.268","-","0.259"
"2017/01/26","07:06","0.321","-","0.31"
"2017/01/26","07:12","0.377","-","0.365"
"2017/01/26","07:18","0.435","-","0.423"
"2017/01/26","07:24","0.495","-","0.479"
"2017/01/26","07:30","0.558","-","0.536"
"2017/01/26","07:36","0.623","-","0.598"
"2017/01/26","07:42","0.689","-","0.665"
"2017/01/26","07:48","0.758","-","0.73"
"2017/01/26","07:54","0.828","-","0.803"
"2017/01/26","08:00","0.9","-","0.88"
"2017/01/26","08:06","0.973","-","0.95"
"2017/01/26","08:12","1.047","-","1.025"
"2017/01/26","08:18","1.122","-","1.102"
"2017/01/26","08:24","1.199","-","1.181"
"2017/01/26","08:30","1.276","-","1.258"
"2017/01/26","08:36","1.353","-","1.341"
"2017/01/26","08:42","1.432","-","1.425"
"2017/01/26","08:48","1.51","-","1.507"
"2017/01/26","08:54","1.589","-","1.586"
"2017/01/26","09:00","1.667","-","1.663"
"2017/01/26","09:06","1.746","-","1.75"
"2017/01/26","09:12","1.824","-","1.833"
"2017/01/26","09:18","1.902","-","1.916"
"2017/01/26","09:24","1.978","-","1.995"
"2017/01/26","09:30","2.055","-","2.073"
"2017/01/26","09:36","2.13","-","2.145"
"2017/01/26","09:42","2.204","-","2.218"
"2017/01/26","09:48","2.276","-","2.299"
"2017/01/26","09:54","2.348","-","2.377"
